Constituent,Julian_day,Seg_50 ,Seg_51 ,Seg_52 ,Seg_77 ,Seg_78 ,Seg_79 ,Seg_72 ,Seg_107,
Temperature,    94.959,      11.959,      12.430,      12.041,      10.609,      10.763,      10.434,      10.702,      10.513,
Temperature,    95.001,      12.027,      12.413,      12.054,      10.660,      10.822,      10.429,      10.705,      10.512,
Temperature,    95.043,      12.124,      12.415,      12.062,      10.709,      10.877,      10.424,      10.720,      10.473,
Temperature,    95.084,      12.208,      12.340,      11.982,      10.741,      10.911,      10.420,      10.727,      10.460,
Temperature,    95.126,      12.210,      12.127,      11.790,      10.773,      10.947,      10.415,      10.743,      10.471,
Temperature,    95.168,      12.165,      11.852,      11.560,      10.824,      11.001,      10.410,      10.764,      10.535,
Temperature,    95.209,      12.134,      11.615,      11.364,      10.884,      11.087,      10.405,      10.757,      10.604,
Temperature,    95.251,      12.098,      11.509,      11.272,      10.885,      11.062,      10.400,      10.740,      10.637,
Temperature,    95.293,      12.056,      11.481,      11.247,      10.859,      11.026,      10.397,      10.740,      10.656,
Temperature,    95.334,      12.038,      11.449,      11.232,      10.882,      11.059,      10.396,      10.758,      10.652,
Temperature,    95.376,      12.020,      11.475,      11.273,      10.921,      11.108,      10.398,      10.779,      10.614,
Temperature,    95.418,      12.004,      11.653,      11.393,      10.925,      11.109,      10.400,      10.749,      10.575,
Temperature,    95.459,      12.006,      11.743,      11.440,      10.884,      11.069,      10.404,      10.715,      10.575,
Temperature,    95.501,      12.001,      11.541,      11.304,      10.825,      11.002,      10.412,      10.709,      10.598,
Temperature,    95.543,      12.002,      11.472,      11.280,      10.761,      10.922,      10.419,      10.680,      10.595,
Temperature,    95.584,      11.995,      11.629,      11.441,      10.734,      10.903,      10.425,      10.644,      10.560,
Temperature,    95.626,      11.978,      12.073,      11.762,      10.734,      10.896,      10.429,      10.628,      10.484,
Temperature,    95.668,      11.994,      12.303,      11.954,      10.720,      10.888,      10.430,      10.633,      10.414,
Temperature,    95.709,      11.998,      12.266,      11.939,      10.728,      10.912,      10.428,      10.659,      10.385,
Temperature,    95.751,      12.040,      12.365,      12.020,      10.689,      10.865,      10.425,      10.712,      10.392,
Temperature,    95.793,      12.254,      12.344,      11.999,      10.606,      10.755,      10.420,      10.751,      10.403,
Temperature,    95.834,      12.287,      12.314,      11.985,      10.563,      10.679,      10.414,      10.751,      10.428,
Temperature,    95.876,      12.384,      12.322,      11.988,      10.610,      10.742,      10.408,      10.737,      10.464,
Temperature,    95.918,      12.420,      12.272,      11.953,      10.772,      10.960,      10.402,      10.708,      10.471,
Temperature,    95.959,      12.278,      12.213,      11.907,      10.939,      11.162,      10.397,      10.659,      10.486,
Temperature,    96.001,      12.200,      12.110,      11.808,      10.999,      11.207,      10.392,      10.615,      10.525,
Temperature,    96.043,      12.117,      12.048,      11.728,      10.946,      11.137,      10.389,      10.609,      10.604,
Temperature,    96.084,      11.988,      11.942,      11.615,      10.867,      11.025,      10.384,      10.657,      10.722,
Temperature,    96.126,      11.906,      11.794,      11.469,      10.836,      10.984,      10.380,      10.739,      10.803,
Temperature,    96.168,      11.870,      11.644,      11.344,      10.874,      11.038,      10.375,      10.770,      10.786,
Temperature,    96.209,      11.830,      11.484,      11.220,      10.951,      11.124,      10.370,      10.739,      10.725,
Temperature,    96.251,      11.755,      11.386,      11.112,      11.010,      11.227,      10.366,      10.742,      10.656,
Temperature,    96.293,      11.711,      11.240,      11.004,      10.987,      11.184,      10.362,      10.776,      10.613,
Temperature,    96.334,      11.669,      11.197,      10.960,      10.897,      11.072,      10.359,      10.776,      10.633,
Temperature,    96.376,      11.609,      11.115,      10.889,      10.829,      10.999,      10.356,      10.763,      10.665,
Temperature,    96.418,      11.545,      11.120,      10.865,      10.783,      10.935,      10.355,      10.766,      10.682,
Temperature,    96.459,      11.500,      11.097,      10.838,      10.763,      10.926,      10.356,      10.740,      10.657,
Temperature,    96.501,      11.475,      11.040,      10.792,      10.758,      10.916,      10.357,      10.717,      10.594,
Temperature,    96.543,      11.463,      10.989,      10.760,      10.764,      10.925,      10.358,      10.732,      10.537,
Temperature,    96.584,      11.459,      11.022,      10.800,      10.762,      10.935,      10.360,      10.742,      10.503,
Temperature,    96.626,      11.464,      11.201,      10.964,      10.726,      10.886,      10.362,      10.740,      10.498,
Temperature,    96.668,      11.484,      11.519,      11.237,      10.685,      10.829,      10.363,      10.748,      10.511,
Temperature,    96.709,      11.540,      11.730,      11.426,      10.678,      10.828,      10.362,      10.752,      10.535,
Temperature,    96.751,      11.807,      11.707,      11.441,      10.713,      10.872,      10.360,      10.740,      10.544,
Temperature,    96.793,      11.900,      11.846,      11.586,      10.753,      10.920,      10.357,      10.715,      10.530,
Temperature,    96.834,      12.040,      11.981,      11.707,      10.791,      10.964,      10.353,      10.691,      10.512,
Temperature,    96.876,      12.185,      12.050,      11.764,      10.821,      11.002,      10.350,      10.694,      10.523,
Temperature,    96.918,      12.275,      12.010,      11.739,      10.836,      11.026,      10.347,      10.713,      10.558,
Temperature,    96.959,      12.260,      11.927,      11.682,      10.827,      11.005,      10.344,      10.716,      10.596,
Temperature,    97.001,      12.035,      11.899,      11.642,      10.802,      10.967,      10.340,      10.706,      10.630,
Temperature,    97.043,      12.225,      11.841,      11.569,      10.795,      10.968,      10.332,      10.708,      10.620,
Temperature,    97.084,      12.297,      11.834,      11.580,      10.852,      11.028,      10.325,      10.726,      10.606,
Temperature,    97.126,      12.096,      11.777,      11.563,      10.874,      11.069,      10.319,      10.729,      10.569,
Temperature,    97.168,      11.930,      11.633,      11.454,      10.861,      11.058,      10.313,      10.715,      10.541,
Temperature,    97.209,      11.768,      11.411,      11.277,      10.868,      11.082,      10.309,      10.711,      10.485,
Temperature,    97.251,      11.652,      11.248,      11.173,      10.910,      11.132,      10.304,      10.718,      10.433,
Temperature,    97.293,      11.557,      11.289,      11.276,      10.868,      11.068,      10.300,      10.707,      10.371,
Temperature,    97.334,      11.568,      11.604,      11.481,      10.786,      10.956,      10.298,      10.676,      10.371,
Temperature,    97.376,      11.587,      11.728,      11.516,      10.712,      10.888,      10.303,      10.652,      10.421,
Temperature,    97.418,      11.529,      11.705,      11.568,      10.646,      10.814,      10.313,      10.626,      10.445,
Temperature,    97.459,      11.572,      11.941,      11.765,      10.635,      10.798,      10.324,      10.612,      10.440,
Temperature,    97.501,      11.748,      12.130,      11.921,      10.683,      10.920,      10.339,      10.639,      10.396,
Temperature,    97.543,      12.139,      12.083,      11.859,      10.946,      11.297,      10.359,      10.696,      10.324,
Temperature,    97.584,      12.394,      12.090,      11.909,      11.188,      11.524,      10.380,      10.735,      10.236,
Temperature,    97.626,      12.500,      12.124,      11.875,      11.455,      11.822,      10.398,      10.711,      10.192,
Temperature,    97.667,      12.309,      11.936,      11.736,      11.606,      11.957,      10.412,      10.637,      10.434,
Temperature,    97.709,      12.130,      11.708,      11.533,      11.557,      11.897,      10.418,      10.610,      10.803,
Temperature,    97.751,      11.988,      11.373,      11.193,      11.493,      11.796,      10.416,      10.646,      11.301,
Temperature,    97.792,      11.723,      11.108,      10.904,      11.451,      11.716,      10.402,      10.706,      11.339,
Temperature,    97.834,      11.448,      10.877,      10.659,      11.601,      11.862,      10.394,      10.727,      11.283,
Temperature,    97.876,      11.254,      10.698,      10.469,      11.724,      12.043,      10.395,      10.828,      11.124,
Temperature,    97.917,      11.146,      10.605,      10.369,      11.653,      11.893,      10.400,      10.994,      11.018,
Temperature,    97.959,      11.006,      10.500,      10.320,      11.462,      11.713,      10.392,      11.077,      11.020,
Temperature,    98.001,      10.924,      10.441,      10.280,      11.263,      11.483,      10.382,      11.102,      11.008,
Temperature,    98.043,      10.809,      10.353,      10.227,      11.160,      11.386,      10.373,      11.019,      10.902,
Temperature,    98.084,      10.765,      10.299,      10.173,      11.110,      11.314,      10.364,      10.923,      10.736,
Temperature,    98.126,      10.736,      10.282,      10.173,      11.023,      11.232,      10.355,      10.881,      10.589,
Temperature,    98.168,      10.716,      10.313,      10.215,      10.904,      11.090,      10.346,      10.837,      10.520,
Temperature,    98.209,      10.704,      10.368,      10.270,      10.781,      10.961,      10.338,      10.796,      10.505,
